team: T.B, season: 2020, name: T.B, team.1: T.B, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.55, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 9070, xOnGoalFor: 85.61, xGoalsFor: 23.45, xReboundsFor: 6.24, xFreezeFor: 13.14, xPlayStoppedFor: 2.71, xPlayContinuedInZoneFor: 43.65, xPlayContinuedOutsideZoneFor: 29.86, flurryAdjustedxGoalsFor: 23.13, scoreVenueAdjustedxGoalsFor: 23.45, flurryScoreVenueAdjustedxGoalsFor: 23.13, shotsOnGoalFor: 89, missedShotsFor: 31, blockedShotAttemptsFor: 32, shotAttemptsFor: 152, goalsFor: 27, reboundsFor: 2, reboundGoalsFor: 1, freezeFor: 14, playStoppedFor: 4, playContinuedInZoneFor: 31, playContinuedOutsideZoneFor: 42, savedShotsOnGoalFor: 62, savedUnblockedShotAttemptsFor: 93, penaltiesFor: 3, penalityMinutesFor: 6, faceOffsWonFor: 84, hitsFor: 28, takeawaysFor: 8, giveawaysFor: 14, lowDangerShotsFor: 60, mediumDangerShotsFor: 24, highDangerShotsFor: 36, lowDangerxGoalsFor: 2.26, mediumDangerxGoalsFor: 2.88, highDangerxGoalsFor: 18.31, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 4, highDangerGoalsFor: 20, scoreAdjustedShotsAttemptsFor: 152.0, unblockedShotAttemptsFor: 120, scoreAdjustedUnblockedShotAttemptsFor: 120.0, dZoneGiveawaysFor: 5, xGoalsFromxReboundsOfShotsFor: 1.79, xGoalsFromActualReboundsOfShotsFor: 0.46, reboundxGoalsFor: 0.46, totalShotCreditFor: 24.73, scoreAdjustedTotalShotCreditFor: 24.73, scoreFlurryAdjustedTotalShotCreditFor: 24.45, xOnGoalAgainst: 98.45, xGoalsAgainst: 19.15, xReboundsAgainst: 7.61, xFreezeAgainst: 17.07, xPlayStoppedAgainst: 3.29, xPlayContinuedInZoneAgainst: 51.46, xPlayContinuedOutsideZoneAgainst: 34.48, flurryAdjustedxGoalsAgainst: 18.59, scoreVenueAdjustedxGoalsAgainst: 19.15, flurryScoreVenueAdjustedxGoalsAgainst: 18.59, shotsOnGoalAgainst: 91, missedShotsAgainst: 43, blockedShotAttemptsAgainst: 36, shotAttemptsAgainst: 170, goalsAgainst: 16, reboundsAgainst: 7, reboundGoalsAgainst: 0, freezeAgainst: 15, playStoppedAgainst: 6, playContinuedInZoneAgainst: 38, playContinuedOutsideZoneAgainst: 52, savedShotsOnGoalAgainst: 75, savedUnblockedShotAttemptsAgainst: 118, penaltiesAgainst: 4, penalityMinutesAgainst: 8, faceOffsWonAgainst: 87, hitsAgainst: 18, takeawaysAgainst: 13, giveawaysAgainst: 13, lowDangerShotsAgainst: 68, mediumDangerShotsAgainst: 45, highDangerShotsAgainst: 21, lowDangerxGoalsAgainst: 2.9, mediumDangerxGoalsAgainst: 5.87, highDangerxGoalsAgainst: 10.38, lowDangerGoalsAgainst: 0, mediumDangerGoalsAgainst: 6, highDangerGoalsAgainst: 10, scoreAdjustedShotsAttemptsAgainst: 170.0, unblockedShotAttemptsAgainst: 134, scoreAdjustedUnblockedShotAttemptsAgainst: 134.0, dZoneGiveawaysAgainst: 4, xGoalsFromxReboundsOfShotsAgainst: 2.18, xGoalsFromActualReboundsOfShotsAgainst: 1.3, reboundxGoalsAgainst: 1.3, totalShotCreditAgainst: 19.96, scoreAdjustedTotalShotCreditAgainst: 19.96, scoreFlurryAdjustedTotalShotCreditAgainst: 19.47

team: CBJ, season: 2020, name: CBJ, team.1: CBJ, position: Team Level, situation: all, games_played: 56, xGoalsPercentage: 0.43, corsiPercentage: 0.46, fenwickPercentage: 0.47, iceTime: 205189, xOnGoalFor: 1555.33, xGoalsFor: 127.08, xReboundsFor: 104.68, xFreezeFor: 358.14, xPlayStoppedFor: 50.74, xPlayContinuedInZoneFor: 866.08, xPlayContinuedOutsideZoneFor: 652.28, flurryAdjustedxGoalsFor: 122.48, scoreVenueAdjustedxGoalsFor: 126.52, flurryScoreVenueAdjustedxGoalsFor: 121.96, shotsOnGoalFor: 1625, missedShotsFor: 534, blockedShotAttemptsFor: 626, shotAttemptsFor: 2785, goalsFor: 134, reboundsFor: 107, reboundGoalsFor: 26, freezeFor: 387, playStoppedFor: 54, playContinuedInZoneFor: 645, playContinuedOutsideZoneFor: 832, savedShotsOnGoalFor: 1491, savedUnblockedShotAttemptsFor: 2025, penaltiesFor: 141, penalityMinutesFor: 309, faceOffsWonFor: 1388, hitsFor: 1226, takeawaysFor: 316, giveawaysFor: 481, lowDangerShotsFor: 1702, mediumDangerShotsFor: 353, highDangerShotsFor: 104, lowDangerxGoalsFor: 49.95, mediumDangerxGoalsFor: 42.48, highDangerxGoalsFor: 34.64, lowDangerGoalsFor: 59, mediumDangerGoalsFor: 46, highDangerGoalsFor: 29, scoreAdjustedShotsAttemptsFor: 2764.2, unblockedShotAttemptsFor: 2159, scoreAdjustedUnblockedShotAttemptsFor: 2147.48, dZoneGiveawaysFor: 236, xGoalsFromxReboundsOfShotsFor: 22.43, xGoalsFromActualReboundsOfShotsFor: 21.83, reboundxGoalsFor: 21.89, totalShotCreditFor: 127.62, scoreAdjustedTotalShotCreditFor: 127.11, scoreFlurryAdjustedTotalShotCreditFor: 125.24, xOnGoalAgainst: 1752.72, xGoalsAgainst: 165.35, xReboundsAgainst: 119.19, xFreezeAgainst: 400.78, xPlayStoppedAgainst: 57.46, xPlayContinuedInZoneAgainst: 986.55, xPlayContinuedOutsideZoneAgainst: 718.68, flurryAdjustedxGoalsAgainst: 160.6, scoreVenueAdjustedxGoalsAgainst: 167.04, flurryScoreVenueAdjustedxGoalsAgainst: 162.25, shotsOnGoalAgainst: 1815, missedShotsAgainst: 633, blockedShotAttemptsAgainst: 789, shotAttemptsAgainst: 3237, goalsAgainst: 184, reboundsAgainst: 124, reboundGoalsAgainst: 35, freezeAgainst: 385, playStoppedAgainst: 57, playContinuedInZoneAgainst: 752, playContinuedOutsideZoneAgainst: 946, savedShotsOnGoalAgainst: 1631, savedUnblockedShotAttemptsAgainst: 2264, penaltiesAgainst: 135, penalityMinutesAgainst: 291, faceOffsWonAgainst: 1674, hitsAgainst: 1073, takeawaysAgainst: 299, giveawaysAgainst: 429, lowDangerShotsAgainst: 1860, mediumDangerShotsAgainst: 429, highDangerShotsAgainst: 159, lowDangerxGoalsAgainst: 54.07, mediumDangerxGoalsAgainst: 51.51, highDangerxGoalsAgainst: 59.76, lowDangerGoalsAgainst: 67, mediumDangerGoalsAgainst: 50, highDangerGoalsAgainst: 67, scoreAdjustedShotsAttemptsAgainst: 3271.48, unblockedShotAttemptsAgainst: 2448, scoreAdjustedUnblockedShotAttemptsAgainst: 2470.97, dZoneGiveawaysAgainst: 215, xGoalsFromxReboundsOfShotsAgainst: 25.83, xGoalsFromActualReboundsOfShotsAgainst: 28.32, reboundxGoalsAgainst: 28.36, totalShotCreditAgainst: 162.82, scoreAdjustedTotalShotCreditAgainst: 164.34, scoreFlurryAdjustedTotalShotCreditAgainst: 161.69

team: CBJ, season: 2020, name: CBJ, team.1: CBJ, position: Team Level, situation: 5on5, games_played: 56, xGoalsPercentage: 0.46, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 175353, xOnGoalFor: 1303.56, xGoalsFor: 98.54, xReboundsFor: 85.05, xFreezeFor: 310.77, xPlayStoppedFor: 42.53, xPlayContinuedInZoneFor: 724.77, xPlayContinuedOutsideZoneFor: 545.32, flurryAdjustedxGoalsFor: 94.71, scoreVenueAdjustedxGoalsFor: 97.98, flurryScoreVenueAdjustedxGoalsFor: 94.19, shotsOnGoalFor: 1353, missedShotsFor: 454, blockedShotAttemptsFor: 539, shotAttemptsFor: 2346, goalsFor: 98, reboundsFor: 92, reboundGoalsFor: 22, freezeFor: 338, playStoppedFor: 43, playContinuedInZoneFor: 535, playContinuedOutsideZoneFor: 701, savedShotsOnGoalFor: 1255, savedUnblockedShotAttemptsFor: 1709, penaltiesFor: 132, penalityMinutesFor: 291, faceOffsWonFor: 1131, hitsFor: 1170, takeawaysFor: 279, giveawaysFor: 412, lowDangerShotsFor: 1439, mediumDangerShotsFor: 294, highDangerShotsFor: 74, lowDangerxGoalsFor: 41.56, mediumDangerxGoalsFor: 35.33, highDangerxGoalsFor: 21.65, lowDangerGoalsFor: 44, mediumDangerGoalsFor: 38, highDangerGoalsFor: 16, scoreAdjustedShotsAttemptsFor: 2325.2, unblockedShotAttemptsFor: 1807, scoreAdjustedUnblockedShotAttemptsFor: 1795.48, dZoneGiveawaysFor: 215, xGoalsFromxReboundsOfShotsFor: 17.45, xGoalsFromActualReboundsOfShotsFor: 18.7, reboundxGoalsFor: 18.76, totalShotCreditFor: 97.23, scoreAdjustedTotalShotCreditFor: 96.73, scoreFlurryAdjustedTotalShotCreditFor: 95.46, xOnGoalAgainst: 1450.54, xGoalsAgainst: 115.46, xReboundsAgainst: 95.85, xFreezeAgainst: 347.14, xPlayStoppedAgainst: 48.08, xPlayContinuedInZoneAgainst: 819.65, xPlayContinuedOutsideZoneAgainst: 605.82, flurryAdjustedxGoalsAgainst: 112.09, scoreVenueAdjustedxGoalsAgainst: 117.15, flurryScoreVenueAdjustedxGoalsAgainst: 113.73, shotsOnGoalAgainst: 1504, missedShotsAgainst: 528, blockedShotAttemptsAgainst: 663, shotAttemptsAgainst: 2695, goalsAgainst: 131, reboundsAgainst: 104, reboundGoalsAgainst: 27, freezeAgainst: 328, playStoppedAgainst: 51, playContinuedInZoneAgainst: 634, playContinuedOutsideZoneAgainst: 784, savedShotsOnGoalAgainst: 1373, savedUnblockedShotAttemptsAgainst: 1901, penaltiesAgainst: 119, penalityMinutesAgainst: 261, faceOffsWonAgainst: 1369, hitsAgainst: 1011, takeawaysAgainst: 261, giveawaysAgainst: 365, lowDangerShotsAgainst: 1591, mediumDangerShotsAgainst: 342, highDangerShotsAgainst: 99, lowDangerxGoalsAgainst: 45.99, mediumDangerxGoalsAgainst: 40.74, highDangerxGoalsAgainst: 28.73, lowDangerGoalsAgainst: 58, mediumDangerGoalsAgainst: 42, highDangerGoalsAgainst: 31, scoreAdjustedShotsAttemptsAgainst: 2729.48, unblockedShotAttemptsAgainst: 2032, scoreAdjustedUnblockedShotAttemptsAgainst: 2054.97, dZoneGiveawaysAgainst: 190, xGoalsFromxReboundsOfShotsAgainst: 19.7, xGoalsFromActualReboundsOfShotsAgainst: 22.13, reboundxGoalsAgainst: 22.16, totalShotCreditAgainst: 112.99, scoreAdjustedTotalShotCreditAgainst: 114.51, scoreFlurryAdjustedTotalShotCreditAgainst: 112.88

team: CBJ, season: 2020, name: CBJ, team.1: CBJ, position: Team Level, situation: 4on5, games_played: 56, xGoalsPercentage: 0.12, corsiPercentage: 0.17, fenwickPercentage: 0.19, iceTime: 12860, xOnGoalFor: 43.51, xGoalsFor: 3.47, xReboundsFor: 2.28, xFreezeFor: 5.97, xPlayStoppedFor: 1.36, xPlayContinuedInZoneFor: 14.44, xPlayContinuedOutsideZoneFor: 32.5, flurryAdjustedxGoalsFor: 3.45, scoreVenueAdjustedxGoalsFor: 3.47, flurryScoreVenueAdjustedxGoalsFor: 3.45, shotsOnGoalFor: 56, missedShotsFor: 4, blockedShotAttemptsFor: 6, shotAttemptsFor: 66, goalsFor: 5, reboundsFor: 3, reboundGoalsFor: 1, freezeFor: 6, playStoppedFor: 0, playContinuedInZoneFor: 8, playContinuedOutsideZoneFor: 38, savedShotsOnGoalFor: 51, savedUnblockedShotAttemptsFor: 55, penaltiesFor: 5, penalityMinutesFor: 10, faceOffsWonFor: 107, hitsFor: 35, takeawaysFor: 24, giveawaysFor: 16, lowDangerShotsFor: 47, mediumDangerShotsFor: 10, highDangerShotsFor: 3, lowDangerxGoalsFor: 1.37, mediumDangerxGoalsFor: 1.14, highDangerxGoalsFor: 0.95, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 2, highDangerGoalsFor: 0, scoreAdjustedShotsAttemptsFor: 66.0, unblockedShotAttemptsFor: 60, scoreAdjustedUnblockedShotAttemptsFor: 60.0, dZoneGiveawaysFor: 12, xGoalsFromxReboundsOfShotsFor: 0.5, xGoalsFromActualReboundsOfShotsFor: 0.46, reboundxGoalsFor: 0.15, totalShotCreditFor: 3.82, scoreAdjustedTotalShotCreditFor: 3.82, scoreFlurryAdjustedTotalShotCreditFor: 3.81, xOnGoalAgainst: 178.88, xGoalsAgainst: 25.41, xReboundsAgainst: 15.21, xFreezeAgainst: 34.1, xPlayStoppedAgainst: 5.53, xPlayContinuedInZoneAgainst: 111.91, xPlayContinuedOutsideZoneAgainst: 56.85, flurryAdjustedxGoalsAgainst: 24.44, scoreVenueAdjustedxGoalsAgainst: 25.41, flurryScoreVenueAdjustedxGoalsAgainst: 24.44, shotsOnGoalAgainst: 175, missedShotsAgainst: 74, blockedShotAttemptsAgainst: 80, shotAttemptsAgainst: 329, goalsAgainst: 26, reboundsAgainst: 11, reboundGoalsAgainst: 5, freezeAgainst: 37, playStoppedAgainst: 5, playContinuedInZoneAgainst: 87, playContinuedOutsideZoneAgainst: 83, savedShotsOnGoalAgainst: 149, savedUnblockedShotAttemptsAgainst: 223, penaltiesAgainst: 11, penalityMinutesAgainst: 20, faceOffsWonAgainst: 129, hitsAgainst: 15, takeawaysAgainst: 6, giveawaysAgainst: 27, lowDangerShotsAgainst: 176, mediumDangerShotsAgainst: 43, highDangerShotsAgainst: 30, lowDangerxGoalsAgainst: 4.83, mediumDangerxGoalsAgainst: 5.25, highDangerxGoalsAgainst: 15.32, lowDangerGoalsAgainst: 4, mediumDangerGoalsAgainst: 4, highDangerGoalsAgainst: 18, scoreAdjustedShotsAttemptsAgainst: 329.0, unblockedShotAttemptsAgainst: 249, scoreAdjustedUnblockedShotAttemptsAgainst: 249.0, dZoneGiveawaysAgainst: 2, xGoalsFromxReboundsOfShotsAgainst: 3.92, xGoalsFromActualReboundsOfShotsAgainst: 3.69, reboundxGoalsAgainst: 3.69, totalShotCreditAgainst: 25.63, scoreAdjustedTotalShotCreditAgainst: 25.63, scoreFlurryAdjustedTotalShotCreditAgainst: 24.78

team: CBJ, season: 2020, name: CBJ, team.1: CBJ, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.79, corsiPercentage: 0.82, fenwickPercentage: 0.81, iceTime: 11378, xOnGoalFor: 135.39, xGoalsFor: 12.48, xReboundsFor: 11.95, xFreezeFor: 28.48, xPlayStoppedFor: 4.34, xPlayContinuedInZoneFor: 86.91, xPlayContinuedOutsideZoneFor: 46.85, flurryAdjustedxGoalsFor: 12.13, scoreVenueAdjustedxGoalsFor: 12.48, flurryScoreVenueAdjustedxGoalsFor: 12.13, shotsOnGoalFor: 140, missedShotsFor: 51, blockedShotAttemptsFor: 42, shotAttemptsFor: 233, goalsFor: 18, reboundsFor: 8, reboundGoalsFor: 2, freezeFor: 25, playStoppedFor: 8, playContinuedInZoneFor: 74, playContinuedOutsideZoneFor: 58, savedShotsOnGoalFor: 122, savedUnblockedShotAttemptsFor: 173, penaltiesFor: 3, penalityMinutesFor: 6, faceOffsWonFor: 93, hitsFor: 12, takeawaysFor: 5, giveawaysFor: 37, lowDangerShotsFor: 155, mediumDangerShotsFor: 24, highDangerShotsFor: 12, lowDangerxGoalsFor: 4.26, mediumDangerxGoalsFor: 2.66, highDangerxGoalsFor: 5.56, lowDangerGoalsFor: 9, mediumDangerGoalsFor: 3, highDangerGoalsFor: 6, scoreAdjustedShotsAttemptsFor: 233.0, unblockedShotAttemptsFor: 191, scoreAdjustedUnblockedShotAttemptsFor: 191.0, dZoneGiveawaysFor: 3, xGoalsFromxReboundsOfShotsFor: 2.98, xGoalsFromActualReboundsOfShotsFor: 1.74, reboundxGoalsFor: 1.74, totalShotCreditFor: 13.72, scoreAdjustedTotalShotCreditFor: 13.72, scoreFlurryAdjustedTotalShotCreditFor: 13.33, xOnGoalAgainst: 32.17, xGoalsAgainst: 3.28, xReboundsAgainst: 1.8, xFreezeAgainst: 4.46, xPlayStoppedAgainst: 1.01, xPlayContinuedInZoneAgainst: 11.01, xPlayContinuedOutsideZoneAgainst: 22.43, flurryAdjustedxGoalsAgainst: 3.21, scoreVenueAdjustedxGoalsAgainst: 3.28, flurryScoreVenueAdjustedxGoalsAgainst: 3.21, shotsOnGoalAgainst: 39, missedShotsAgainst: 5, blockedShotAttemptsAgainst: 8, shotAttemptsAgainst: 52, goalsAgainst: 2, reboundsAgainst: 1, reboundGoalsAgainst: 0, freezeAgainst: 2, playStoppedAgainst: 0, playContinuedInZoneAgainst: 7, playContinuedOutsideZoneAgainst: 32, savedShotsOnGoalAgainst: 37, savedUnblockedShotAttemptsAgainst: 42, penaltiesAgainst: 2, penalityMinutesAgainst: 4, faceOffsWonAgainst: 94, hitsAgainst: 28, takeawaysAgainst: 21, giveawaysAgainst: 12, lowDangerShotsAgainst: 30, mediumDangerShotsAgainst: 9, highDangerShotsAgainst: 5, lowDangerxGoalsAgainst: 0.65, mediumDangerxGoalsAgainst: 1.19, highDangerxGoalsAgainst: 1.45, lowDangerGoalsAgainst: 1, mediumDangerGoalsAgainst: 0, highDangerGoalsAgainst: 1, scoreAdjustedShotsAttemptsAgainst: 52.0, unblockedShotAttemptsAgainst: 44, scoreAdjustedUnblockedShotAttemptsAgainst: 44.0, dZoneGiveawaysAgainst: 12, xGoalsFromxReboundsOfShotsAgainst: 0.4, xGoalsFromActualReboundsOfShotsAgainst: 0.31, reboundxGoalsAgainst: 0.31, totalShotCreditAgainst: 3.37, scoreAdjustedTotalShotCreditAgainst: 3.37, scoreFlurryAdjustedTotalShotCreditAgainst: 3.35

team: ANA, season: 2020, name: ANA, team.1: ANA, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.43, corsiPercentage: 0.53, fenwickPercentage: 0.51, iceTime: 8381, xOnGoalFor: 77.25, xGoalsFor: 13.74, xReboundsFor: 5.67, xFreezeFor: 14.28, xPlayStoppedFor: 2.7, xPlayContinuedInZoneFor: 44.86, xPlayContinuedOutsideZoneFor: 27.83, flurryAdjustedxGoalsFor: 13.52, scoreVenueAdjustedxGoalsFor: 13.74, flurryScoreVenueAdjustedxGoalsFor: 13.52, shotsOnGoalFor: 74, missedShotsFor: 36, blockedShotAttemptsFor: 38, shotAttemptsFor: 148, goalsFor: 15, reboundsFor: 5, reboundGoalsFor: 2, freezeFor: 10, playStoppedFor: 0, playContinuedInZoneFor: 35, playContinuedOutsideZoneFor: 45, savedShotsOnGoalFor: 59, savedUnblockedShotAttemptsFor: 95, penaltiesFor: 6, penalityMinutesFor: 10, faceOffsWonFor: 72, hitsFor: 12, takeawaysFor: 8, giveawaysFor: 9, lowDangerShotsFor: 71, mediumDangerShotsFor: 23, highDangerShotsFor: 16, lowDangerxGoalsFor: 2.77, mediumDangerxGoalsFor: 2.95, highDangerxGoalsFor: 8.01, lowDangerGoalsFor: 2, mediumDangerGoalsFor: 4, highDangerGoalsFor: 9, scoreAdjustedShotsAttemptsFor: 148.0, unblockedShotAttemptsFor: 110, scoreAdjustedUnblockedShotAttemptsFor: 110.0, dZoneGiveawaysFor: 7, xGoalsFromxReboundsOfShotsFor: 1.64, xGoalsFromActualReboundsOfShotsFor: 1.59, reboundxGoalsFor: 1.59, totalShotCreditFor: 13.72, scoreAdjustedTotalShotCreditFor: 13.72, scoreFlurryAdjustedTotalShotCreditFor: 13.56, xOnGoalAgainst: 75.2, xGoalsAgainst: 18.0, xReboundsAgainst: 4.98, xFreezeAgainst: 12.39, xPlayStoppedAgainst: 2.35, xPlayContinuedInZoneAgainst: 38.26, xPlayContinuedOutsideZoneAgainst: 28.03, flurryAdjustedxGoalsAgainst: 17.57, scoreVenueAdjustedxGoalsAgainst: 18.0, flurryScoreVenueAdjustedxGoalsAgainst: 17.57, shotsOnGoalAgainst: 80, missedShotsAgainst: 24, blockedShotAttemptsAgainst: 29, shotAttemptsAgainst: 133, goalsAgainst: 19, reboundsAgainst: 9, reboundGoalsAgainst: 2, freezeAgainst: 8, playStoppedAgainst: 4, playContinuedInZoneAgainst: 30, playContinuedOutsideZoneAgainst: 34, savedShotsOnGoalAgainst: 61, savedUnblockedShotAttemptsAgainst: 85, penaltiesAgainst: 6, penalityMinutesAgainst: 12, faceOffsWonAgainst: 67, hitsAgainst: 22, takeawaysAgainst: 9, giveawaysAgainst: 20, lowDangerShotsAgainst: 51, mediumDangerShotsAgainst: 29, highDangerShotsAgainst: 24, lowDangerxGoalsAgainst: 2.03, mediumDangerxGoalsAgainst: 3.36, highDangerxGoalsAgainst: 12.61, lowDangerGoalsAgainst: 2, mediumDangerGoalsAgainst: 6, highDangerGoalsAgainst: 11, scoreAdjustedShotsAttemptsAgainst: 133.0, unblockedShotAttemptsAgainst: 104, scoreAdjustedUnblockedShotAttemptsAgainst: 104.0, dZoneGiveawaysAgainst: 13, xGoalsFromxReboundsOfShotsAgainst: 1.4, xGoalsFromActualReboundsOfShotsAgainst: 3.13, reboundxGoalsAgainst: 2.3, totalShotCreditAgainst: 17.11, scoreAdjustedTotalShotCreditAgainst: 17.11, scoreFlurryAdjustedTotalShotCreditAgainst: 16.82

team: ANA, season: 2020, name: ANA, team.1: ANA, position: Team Level, situation: all, games_played: 56, xGoalsPercentage: 0.45, corsiPercentage: 0.48, fenwickPercentage: 0.48, iceTime: 204011, xOnGoalFor: 1538.12, xGoalsFor: 128.14, xReboundsFor: 101.67, xFreezeFor: 357.81, xPlayStoppedFor: 50.34, xPlayContinuedInZoneFor: 870.61, xPlayContinuedOutsideZoneFor: 647.49, flurryAdjustedxGoalsFor: 124.02, scoreVenueAdjustedxGoalsFor: 127.86, flurryScoreVenueAdjustedxGoalsFor: 123.76, shotsOnGoalFor: 1500, missedShotsFor: 657, blockedShotAttemptsFor: 753, shotAttemptsFor: 2910, goalsFor: 124, reboundsFor: 105, reboundGoalsFor: 17, freezeFor: 372, playStoppedFor: 39, playContinuedInZoneFor: 633, playContinuedOutsideZoneFor: 884, savedShotsOnGoalFor: 1376, savedUnblockedShotAttemptsFor: 2033, penaltiesFor: 203, penalityMinutesFor: 460, faceOffsWonFor: 1591, hitsFor: 1290, takeawaysFor: 309, giveawaysFor: 484, lowDangerShotsFor: 1675, mediumDangerShotsFor: 372, highDangerShotsFor: 110, lowDangerxGoalsFor: 46.47, mediumDangerxGoalsFor: 43.92, highDangerxGoalsFor: 37.74, lowDangerGoalsFor: 41, mediumDangerGoalsFor: 51, highDangerGoalsFor: 32, scoreAdjustedShotsAttemptsFor: 2885.8, unblockedShotAttemptsFor: 2157, scoreAdjustedUnblockedShotAttemptsFor: 2139.76, dZoneGiveawaysFor: 273, xGoalsFromxReboundsOfShotsFor: 22.04, xGoalsFromActualReboundsOfShotsFor: 22.37, reboundxGoalsFor: 22.37, totalShotCreditFor: 127.74, scoreAdjustedTotalShotCreditFor: 127.52, scoreFlurryAdjustedTotalShotCreditFor: 125.54, xOnGoalAgainst: 1676.4, xGoalsAgainst: 157.87, xReboundsAgainst: 117.76, xFreezeAgainst: 388.34, xPlayStoppedAgainst: 56.06, xPlayContinuedInZoneAgainst: 954.93, xPlayContinuedOutsideZoneAgainst: 688.05, flurryAdjustedxGoalsAgainst: 152.95, scoreVenueAdjustedxGoalsAgainst: 159.67, flurryScoreVenueAdjustedxGoalsAgainst: 154.68, shotsOnGoalAgainst: 1713, missedShotsAgainst: 650, blockedShotAttemptsAgainst: 736, shotAttemptsAgainst: 3099, goalsAgainst: 177, reboundsAgainst: 153, reboundGoalsAgainst: 29, freezeAgainst: 393, playStoppedAgainst: 72, playContinuedInZoneAgainst: 736, playContinuedOutsideZoneAgainst: 832, savedShotsOnGoalAgainst: 1536, savedUnblockedShotAttemptsAgainst: 2186, penaltiesAgainst: 156, penalityMinutesAgainst: 380, faceOffsWonAgainst: 1527, hitsAgainst: 1179, takeawaysAgainst: 342, giveawaysAgainst: 551, lowDangerShotsAgainst: 1778, mediumDangerShotsAgainst: 431, highDangerShotsAgainst: 154, lowDangerxGoalsAgainst: 52.13, mediumDangerxGoalsAgainst: 51.38, highDangerxGoalsAgainst: 54.36, lowDangerGoalsAgainst: 56, mediumDangerGoalsAgainst: 63, highDangerGoalsAgainst: 58, scoreAdjustedShotsAttemptsAgainst: 3151.53, unblockedShotAttemptsAgainst: 2363, scoreAdjustedUnblockedShotAttemptsAgainst: 2400.1, dZoneGiveawaysAgainst: 308, xGoalsFromxReboundsOfShotsAgainst: 25.71, xGoalsFromActualReboundsOfShotsAgainst: 30.91, reboundxGoalsAgainst: 30.97, totalShotCreditAgainst: 152.61, scoreAdjustedTotalShotCreditAgainst: 154.13, scoreFlurryAdjustedTotalShotCreditAgainst: 151.55

