team: T.B, season: 2020, name: T.B, team.1: T.B, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.55, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 9070, xOnGoalFor: 85.61, xGoalsFor: 23.45, xReboundsFor: 6.24, xFreezeFor: 13.14, xPlayStoppedFor: 2.71, xPlayContinuedInZoneFor: 43.65, xPlayContinuedOutsideZoneFor: 29.86, flurryAdjustedxGoalsFor: 23.13, scoreVenueAdjustedxGoalsFor: 23.45, flurryScoreVenueAdjustedxGoalsFor: 23.13, shotsOnGoalFor: 89, missedShotsFor: 31, blockedShotAttemptsFor: 32, shotAttemptsFor: 152, goalsFor: 27, reboundsFor: 2, reboundGoalsFor: 1, freezeFor: 14, playStoppedFor: 4, playContinuedInZoneFor: 31, playContinuedOutsideZoneFor: 42, savedShotsOnGoalFor: 62, savedUnblockedShotAttemptsFor: 93, penaltiesFor: 3, penalityMinutesFor: 6, faceOffsWonFor: 84, hitsFor: 28, takeawaysFor: 8, giveawaysFor: 14, lowDangerShotsFor: 60, mediumDangerShotsFor: 24, highDangerShotsFor: 36, lowDangerxGoalsFor: 2.26, mediumDangerxGoalsFor: 2.88, highDangerxGoalsFor: 18.31, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 4, highDangerGoalsFor: 20, scoreAdjustedShotsAttemptsFor: 152.0, unblockedShotAttemptsFor: 120, scoreAdjustedUnblockedShotAttemptsFor: 120.0, dZoneGiveawaysFor: 5, xGoalsFromxReboundsOfShotsFor: 1.79, xGoalsFromActualReboundsOfShotsFor: 0.46, reboundxGoalsFor: 0.46, totalShotCreditFor: 24.73, scoreAdjustedTotalShotCreditFor: 24.73, scoreFlurryAdjustedTotalShotCreditFor: 24.45, xOnGoalAgainst: 98.45, xGoalsAgainst: 19.15, xReboundsAgainst: 7.61, xFreezeAgainst: 17.07, xPlayStoppedAgainst: 3.29, xPlayContinuedInZoneAgainst: 51.46, xPlayContinuedOutsideZoneAgainst: 34.48, flurryAdjustedxGoalsAgainst: 18.59, scoreVenueAdjustedxGoalsAgainst: 19.15, flurryScoreVenueAdjustedxGoalsAgainst: 18.59, shotsOnGoalAgainst: 91, missedShotsAgainst: 43, blockedShotAttemptsAgainst: 36, shotAttemptsAgainst: 170, goalsAgainst: 16, reboundsAgainst: 7, reboundGoalsAgainst: 0, freezeAgainst: 15, playStoppedAgainst: 6, playContinuedInZoneAgainst: 38, playContinuedOutsideZoneAgainst: 52, savedShotsOnGoalAgainst: 75, savedUnblockedShotAttemptsAgainst: 118, penaltiesAgainst: 4, penalityMinutesAgainst: 8, faceOffsWonAgainst: 87, hitsAgainst: 18, takeawaysAgainst: 13, giveawaysAgainst: 13, lowDangerShotsAgainst: 68, mediumDangerShotsAgainst: 45, highDangerShotsAgainst: 21, lowDangerxGoalsAgainst: 2.9, mediumDangerxGoalsAgainst: 5.87, highDangerxGoalsAgainst: 10.38, lowDangerGoalsAgainst: 0, mediumDangerGoalsAgainst: 6, highDangerGoalsAgainst: 10, scoreAdjustedShotsAttemptsAgainst: 170.0, unblockedShotAttemptsAgainst: 134, scoreAdjustedUnblockedShotAttemptsAgainst: 134.0, dZoneGiveawaysAgainst: 4, xGoalsFromxReboundsOfShotsAgainst: 2.18, xGoalsFromActualReboundsOfShotsAgainst: 1.3, reboundxGoalsAgainst: 1.3, totalShotCreditAgainst: 19.96, scoreAdjustedTotalShotCreditAgainst: 19.96, scoreFlurryAdjustedTotalShotCreditAgainst: 19.47

team: L.A, season: 2020, name: L.A, team.1: L.A, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.85, corsiPercentage: 0.86, fenwickPercentage: 0.82, iceTime: 16604, xOnGoalFor: 234.15, xGoalsFor: 23.44, xReboundsFor: 21.6, xFreezeFor: 51.55, xPlayStoppedFor: 7.37, xPlayContinuedInZoneFor: 145.58, xPlayContinuedOutsideZoneFor: 75.46, flurryAdjustedxGoalsFor: 22.4, scoreVenueAdjustedxGoalsFor: 23.44, flurryScoreVenueAdjustedxGoalsFor: 22.4, shotsOnGoalFor: 233, missedShotsFor: 92, blockedShotAttemptsFor: 127, shotAttemptsFor: 452, goalsFor: 29, reboundsFor: 36, reboundGoalsFor: 10, freezeFor: 39, playStoppedFor: 12, playContinuedInZoneFor: 117, playContinuedOutsideZoneFor: 92, savedShotsOnGoalFor: 204, savedUnblockedShotAttemptsFor: 296, penaltiesFor: 9, penalityMinutesFor: 18, faceOffsWonFor: 157, hitsFor: 23, takeawaysFor: 6, giveawaysFor: 25, lowDangerShotsFor: 258, mediumDangerShotsFor: 37, highDangerShotsFor: 30, lowDangerxGoalsFor: 5.67, mediumDangerxGoalsFor: 4.28, highDangerxGoalsFor: 13.5, lowDangerGoalsFor: 10, mediumDangerGoalsFor: 3, highDangerGoalsFor: 16, scoreAdjustedShotsAttemptsFor: 452.0, unblockedShotAttemptsFor: 325, scoreAdjustedUnblockedShotAttemptsFor: 325.0, dZoneGiveawaysFor: 3, xGoalsFromxReboundsOfShotsFor: 5.42, xGoalsFromActualReboundsOfShotsFor: 8.29, reboundxGoalsFor: 8.09, totalShotCreditFor: 20.77, scoreAdjustedTotalShotCreditFor: 20.77, scoreFlurryAdjustedTotalShotCreditFor: 20.18, xOnGoalAgainst: 50.31, xGoalsAgainst: 4.06, xReboundsAgainst: 2.38, xFreezeAgainst: 7.49, xPlayStoppedAgainst: 1.54, xPlayContinuedInZoneAgainst: 16.36, xPlayContinuedOutsideZoneAgainst: 37.16, flurryAdjustedxGoalsAgainst: 4.02, scoreVenueAdjustedxGoalsAgainst: 4.06, flurryScoreVenueAdjustedxGoalsAgainst: 4.02, shotsOnGoalAgainst: 64, missedShotsAgainst: 5, blockedShotAttemptsAgainst: 3, shotAttemptsAgainst: 72, goalsAgainst: 3, reboundsAgainst: 1, reboundGoalsAgainst: 0, freezeAgainst: 3, playStoppedAgainst: 0, playContinuedInZoneAgainst: 5, playContinuedOutsideZoneAgainst: 57, savedShotsOnGoalAgainst: 61, savedUnblockedShotAttemptsAgainst: 66, penaltiesAgainst: 6, penalityMinutesAgainst: 12, faceOffsWonAgainst: 119, hitsAgainst: 36, takeawaysAgainst: 15, giveawaysAgainst: 27, lowDangerShotsAgainst: 53, mediumDangerShotsAgainst: 11, highDangerShotsAgainst: 5, lowDangerxGoalsAgainst: 1.29, mediumDangerxGoalsAgainst: 1.43, highDangerxGoalsAgainst: 1.34, lowDangerGoalsAgainst: 0, mediumDangerGoalsAgainst: 1, highDangerGoalsAgainst: 2, scoreAdjustedShotsAttemptsAgainst: 72.0, unblockedShotAttemptsAgainst: 69, scoreAdjustedUnblockedShotAttemptsAgainst: 69.0, dZoneGiveawaysAgainst: 27, xGoalsFromxReboundsOfShotsAgainst: 0.55, xGoalsFromActualReboundsOfShotsAgainst: 0.28, reboundxGoalsAgainst: 0.28, totalShotCreditAgainst: 4.33, scoreAdjustedTotalShotCreditAgainst: 4.33, scoreFlurryAdjustedTotalShotCreditAgainst: 4.29

team: BOS, season: 2020, name: BOS, team.1: BOS, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.64, corsiPercentage: 0.53, fenwickPercentage: 0.56, iceTime: 6420, xOnGoalFor: 105.7, xGoalsFor: 20.42, xReboundsFor: 7.69, xFreezeFor: 18.75, xPlayStoppedFor: 3.43, xPlayContinuedInZoneFor: 56.79, xPlayContinuedOutsideZoneFor: 37.92, flurryAdjustedxGoalsFor: 18.95, scoreVenueAdjustedxGoalsFor: 20.42, flurryScoreVenueAdjustedxGoalsFor: 18.95, shotsOnGoalFor: 116, missedShotsFor: 29, blockedShotAttemptsFor: 17, shotAttemptsFor: 162, goalsFor: 21, reboundsFor: 5, reboundGoalsFor: 0, freezeFor: 19, playStoppedFor: 6, playContinuedInZoneFor: 47, playContinuedOutsideZoneFor: 47, savedShotsOnGoalFor: 95, savedUnblockedShotAttemptsFor: 124, penaltiesFor: 5, penalityMinutesFor: 10, faceOffsWonFor: 104, hitsFor: 32, takeawaysFor: 17, giveawaysFor: 18, lowDangerShotsFor: 78, mediumDangerShotsFor: 42, highDangerShotsFor: 25, lowDangerxGoalsFor: 2.97, mediumDangerxGoalsFor: 4.76, highDangerxGoalsFor: 12.69, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 5, highDangerGoalsFor: 13, scoreAdjustedShotsAttemptsFor: 162.0, unblockedShotAttemptsFor: 145, scoreAdjustedUnblockedShotAttemptsFor: 145.0, dZoneGiveawaysFor: 6, xGoalsFromxReboundsOfShotsFor: 2.22, xGoalsFromActualReboundsOfShotsFor: 1.91, reboundxGoalsFor: 2.18, totalShotCreditFor: 20.46, scoreAdjustedTotalShotCreditFor: 20.46, scoreFlurryAdjustedTotalShotCreditFor: 19.25, xOnGoalAgainst: 83.46, xGoalsAgainst: 11.51, xReboundsAgainst: 5.93, xFreezeAgainst: 15.99, xPlayStoppedAgainst: 2.74, xPlayContinuedInZoneAgainst: 46.64, xPlayContinuedOutsideZoneAgainst: 33.19, flurryAdjustedxGoalsAgainst: 11.38, scoreVenueAdjustedxGoalsAgainst: 11.51, flurryScoreVenueAdjustedxGoalsAgainst: 11.38, shotsOnGoalAgainst: 80, missedShotsAgainst: 36, blockedShotAttemptsAgainst: 29, shotAttemptsAgainst: 145, goalsAgainst: 13, reboundsAgainst: 2, reboundGoalsAgainst: 1, freezeAgainst: 15, playStoppedAgainst: 1, playContinuedInZoneAgainst: 39, playContinuedOutsideZoneAgainst: 46, savedShotsOnGoalAgainst: 67, savedUnblockedShotAttemptsAgainst: 103, penaltiesAgainst: 3, penalityMinutesAgainst: 6, faceOffsWonAgainst: 69, hitsAgainst: 28, takeawaysAgainst: 17, giveawaysAgainst: 23, lowDangerShotsAgainst: 68, mediumDangerShotsAgainst: 39, highDangerShotsAgainst: 9, lowDangerxGoalsAgainst: 2.4, mediumDangerxGoalsAgainst: 5.08, highDangerxGoalsAgainst: 4.03, lowDangerGoalsAgainst: 4, mediumDangerGoalsAgainst: 4, highDangerGoalsAgainst: 5, scoreAdjustedShotsAttemptsAgainst: 145.0, unblockedShotAttemptsAgainst: 116, scoreAdjustedUnblockedShotAttemptsAgainst: 116.0, dZoneGiveawaysAgainst: 12, xGoalsFromxReboundsOfShotsAgainst: 1.65, xGoalsFromActualReboundsOfShotsAgainst: 0.58, reboundxGoalsAgainst: 0.58, totalShotCreditAgainst: 12.57, scoreAdjustedTotalShotCreditAgainst: 12.57, scoreFlurryAdjustedTotalShotCreditAgainst: 12.42

team: BOS, season: 2020, name: BOS, team.1: BOS, position: Team Level, situation: all, games_played: 56, xGoalsPercentage: 0.54, corsiPercentage: 0.54, fenwickPercentage: 0.54, iceTime: 204626, xOnGoalFor: 1822.58, xGoalsFor: 153.9, xReboundsFor: 120.74, xFreezeFor: 416.57, xPlayStoppedFor: 59.1, xPlayContinuedInZoneFor: 1028.83, xPlayContinuedOutsideZoneFor: 763.87, flurryAdjustedxGoalsFor: 148.26, scoreVenueAdjustedxGoalsFor: 155.26, flurryScoreVenueAdjustedxGoalsFor: 149.54, shotsOnGoalFor: 1866, missedShotsFor: 677, blockedShotAttemptsFor: 681, shotAttemptsFor: 3224, goalsFor: 164, reboundsFor: 101, reboundGoalsFor: 25, freezeFor: 467, playStoppedFor: 86, playContinuedInZoneFor: 794, playContinuedOutsideZoneFor: 931, savedShotsOnGoalFor: 1702, savedUnblockedShotAttemptsFor: 2379, penaltiesFor: 215, penalityMinutesFor: 479, faceOffsWonFor: 1752, hitsFor: 1390, takeawaysFor: 399, giveawaysFor: 395, lowDangerShotsFor: 1971, mediumDangerShotsFor: 440, highDangerShotsFor: 132, lowDangerxGoalsFor: 53.68, mediumDangerxGoalsFor: 52.75, highDangerxGoalsFor: 47.47, lowDangerGoalsFor: 53, mediumDangerGoalsFor: 56, highDangerGoalsFor: 55, scoreAdjustedShotsAttemptsFor: 3262.43, unblockedShotAttemptsFor: 2543, scoreAdjustedUnblockedShotAttemptsFor: 2568.12, dZoneGiveawaysFor: 170, xGoalsFromxReboundsOfShotsFor: 26.43, xGoalsFromActualReboundsOfShotsFor: 23.05, reboundxGoalsFor: 23.38, totalShotCreditFor: 156.95, scoreAdjustedTotalShotCreditFor: 158.13, scoreFlurryAdjustedTotalShotCreditFor: 154.22, xOnGoalAgainst: 1530.33, xGoalsAgainst: 132.77, xReboundsAgainst: 105.0, xFreezeAgainst: 347.74, xPlayStoppedAgainst: 49.73, xPlayContinuedInZoneAgainst: 860.76, xPlayContinuedOutsideZoneAgainst: 631.02, flurryAdjustedxGoalsAgainst: 129.47, scoreVenueAdjustedxGoalsAgainst: 132.4, flurryScoreVenueAdjustedxGoalsAgainst: 129.13, shotsOnGoalAgainst: 1516, missedShotsAgainst: 611, blockedShotAttemptsAgainst: 658, shotAttemptsAgainst: 2785, goalsAgainst: 134, reboundsAgainst: 83, reboundGoalsAgainst: 19, freezeAgainst: 365, playStoppedAgainst: 66, playContinuedInZoneAgainst: 625, playContinuedOutsideZoneAgainst: 854, savedShotsOnGoalAgainst: 1382, savedUnblockedShotAttemptsAgainst: 1993, penaltiesAgainst: 189, penalityMinutesAgainst: 437, faceOffsWonAgainst: 1418, hitsAgainst: 1428, takeawaysAgainst: 481, giveawaysAgainst: 545, lowDangerShotsAgainst: 1601, mediumDangerShotsAgainst: 418, highDangerShotsAgainst: 108, lowDangerxGoalsAgainst: 44.18, mediumDangerxGoalsAgainst: 51.02, highDangerxGoalsAgainst: 37.57, lowDangerGoalsAgainst: 45, mediumDangerGoalsAgainst: 49, highDangerGoalsAgainst: 40, scoreAdjustedShotsAttemptsAgainst: 2764.78, unblockedShotAttemptsAgainst: 2127, scoreAdjustedUnblockedShotAttemptsAgainst: 2114.98, dZoneGiveawaysAgainst: 254, xGoalsFromxReboundsOfShotsAgainst: 22.98, xGoalsFromActualReboundsOfShotsAgainst: 19.14, reboundxGoalsAgainst: 19.14, totalShotCreditAgainst: 136.61, scoreAdjustedTotalShotCreditAgainst: 136.31, scoreFlurryAdjustedTotalShotCreditAgainst: 134.43

team: BOS, season: 2020, name: BOS, team.1: BOS, position: Team Level, situation: 5on5, games_played: 56, xGoalsPercentage: 0.52, corsiPercentage: 0.54, fenwickPercentage: 0.55, iceTime: 165941, xOnGoalFor: 1456.19, xGoalsFor: 103.25, xReboundsFor: 91.22, xFreezeFor: 348.47, xPlayStoppedFor: 47.07, xPlayContinuedInZoneFor: 818.35, xPlayContinuedOutsideZoneFor: 616.64, flurryAdjustedxGoalsFor: 100.35, scoreVenueAdjustedxGoalsFor: 104.61, flurryScoreVenueAdjustedxGoalsFor: 101.63, shotsOnGoalFor: 1484, missedShotsFor: 541, blockedShotAttemptsFor: 553, shotAttemptsFor: 2578, goalsFor: 107, reboundsFor: 82, reboundGoalsFor: 19, freezeFor: 397, playStoppedFor: 72, playContinuedInZoneFor: 622, playContinuedOutsideZoneFor: 745, savedShotsOnGoalFor: 1377, savedUnblockedShotAttemptsFor: 1918, penaltiesFor: 193, penalityMinutesFor: 432, faceOffsWonFor: 1307, hitsFor: 1270, takeawaysFor: 326, giveawaysFor: 327, lowDangerShotsFor: 1620, mediumDangerShotsFor: 332, highDangerShotsFor: 73, lowDangerxGoalsFor: 43.54, mediumDangerxGoalsFor: 39.78, highDangerxGoalsFor: 19.93, lowDangerGoalsFor: 41, mediumDangerGoalsFor: 45, highDangerGoalsFor: 21, scoreAdjustedShotsAttemptsFor: 2616.43, unblockedShotAttemptsFor: 2025, scoreAdjustedUnblockedShotAttemptsFor: 2050.11, dZoneGiveawaysFor: 146, xGoalsFromxReboundsOfShotsFor: 18.73, xGoalsFromActualReboundsOfShotsFor: 17.31, reboundxGoalsFor: 17.36, totalShotCreditFor: 104.62, scoreAdjustedTotalShotCreditFor: 105.8, scoreFlurryAdjustedTotalShotCreditFor: 104.33, xOnGoalAgainst: 1191.17, xGoalsAgainst: 94.85, xReboundsAgainst: 77.79, xFreezeAgainst: 281.82, xPlayStoppedAgainst: 38.34, xPlayContinuedInZoneAgainst: 662.51, xPlayContinuedOutsideZoneAgainst: 495.7, flurryAdjustedxGoalsAgainst: 92.33, scoreVenueAdjustedxGoalsAgainst: 94.48, flurryScoreVenueAdjustedxGoalsAgainst: 92.01, shotsOnGoalAgainst: 1169, missedShotsAgainst: 482, blockedShotAttemptsAgainst: 529, shotAttemptsAgainst: 2180, goalsAgainst: 93, reboundsAgainst: 72, reboundGoalsAgainst: 17, freezeAgainst: 301, playStoppedAgainst: 53, playContinuedInZoneAgainst: 471, playContinuedOutsideZoneAgainst: 661, savedShotsOnGoalAgainst: 1076, savedUnblockedShotAttemptsAgainst: 1558, penaltiesAgainst: 165, penalityMinutesAgainst: 382, faceOffsWonAgainst: 1107, hitsAgainst: 1320, takeawaysAgainst: 401, giveawaysAgainst: 452, lowDangerShotsAgainst: 1273, mediumDangerShotsAgainst: 309, highDangerShotsAgainst: 69, lowDangerxGoalsAgainst: 35.97, mediumDangerxGoalsAgainst: 37.38, highDangerxGoalsAgainst: 21.5, lowDangerGoalsAgainst: 38, mediumDangerGoalsAgainst: 34, highDangerGoalsAgainst: 21, scoreAdjustedShotsAttemptsAgainst: 2159.78, unblockedShotAttemptsAgainst: 1651, scoreAdjustedUnblockedShotAttemptsAgainst: 1638.98, dZoneGiveawaysAgainst: 216, xGoalsFromxReboundsOfShotsAgainst: 16.03, xGoalsFromActualReboundsOfShotsAgainst: 17.15, reboundxGoalsAgainst: 17.22, totalShotCreditAgainst: 93.65, scoreAdjustedTotalShotCreditAgainst: 93.35, scoreFlurryAdjustedTotalShotCreditAgainst: 92.28

team: BOS, season: 2020, name: BOS, team.1: BOS, position: Team Level, situation: 4on5, games_played: 56, xGoalsPercentage: 0.22, corsiPercentage: 0.17, fenwickPercentage: 0.2, iceTime: 16910, xOnGoalFor: 54.69, xGoalsFor: 5.83, xReboundsFor: 3.25, xFreezeFor: 7.28, xPlayStoppedFor: 1.63, xPlayContinuedInZoneFor: 17.98, xPlayContinuedOutsideZoneFor: 39.03, flurryAdjustedxGoalsFor: 5.83, scoreVenueAdjustedxGoalsFor: 5.83, flurryScoreVenueAdjustedxGoalsFor: 5.83, shotsOnGoalFor: 67, missedShotsFor: 8, blockedShotAttemptsFor: 7, shotAttemptsFor: 82, goalsFor: 7, reboundsFor: 0, reboundGoalsFor: 0, freezeFor: 5, playStoppedFor: 2, playContinuedInZoneFor: 18, playContinuedOutsideZoneFor: 43, savedShotsOnGoalFor: 60, savedUnblockedShotAttemptsFor: 68, penaltiesFor: 8, penalityMinutesFor: 19, faceOffsWonFor: 167, hitsFor: 70, takeawaysFor: 40, giveawaysFor: 19, lowDangerShotsFor: 50, mediumDangerShotsFor: 18, highDangerShotsFor: 7, lowDangerxGoalsFor: 1.5, mediumDangerxGoalsFor: 2.25, highDangerxGoalsFor: 2.08, lowDangerGoalsFor: 2, mediumDangerGoalsFor: 1, highDangerGoalsFor: 4, scoreAdjustedShotsAttemptsFor: 82.0, unblockedShotAttemptsFor: 75, scoreAdjustedUnblockedShotAttemptsFor: 75.0, dZoneGiveawaysFor: 15, xGoalsFromxReboundsOfShotsFor: 0.75, xGoalsFromActualReboundsOfShotsFor: 0.0, reboundxGoalsFor: 0.0, totalShotCreditFor: 6.57, scoreAdjustedTotalShotCreditFor: 6.57, scoreFlurryAdjustedTotalShotCreditFor: 6.57, xOnGoalAgainst: 209.42, xGoalsAgainst: 20.91, xReboundsAgainst: 18.55, xFreezeAgainst: 43.26, xPlayStoppedAgainst: 7.03, xPlayContinuedInZoneAgainst: 136.05, xPlayContinuedOutsideZoneAgainst: 70.2, flurryAdjustedxGoalsAgainst: 20.35, scoreVenueAdjustedxGoalsAgainst: 20.91, flurryScoreVenueAdjustedxGoalsAgainst: 20.35, shotsOnGoalAgainst: 213, missedShotsAgainst: 83, blockedShotAttemptsAgainst: 91, shotAttemptsAgainst: 387, goalsAgainst: 23, reboundsAgainst: 8, reboundGoalsAgainst: 1, freezeAgainst: 45, playStoppedAgainst: 12, playContinuedInZoneAgainst: 105, playContinuedOutsideZoneAgainst: 103, savedShotsOnGoalAgainst: 190, savedUnblockedShotAttemptsAgainst: 273, penaltiesAgainst: 14, penalityMinutesAgainst: 35, faceOffsWonAgainst: 143, hitsAgainst: 27, takeawaysAgainst: 14, giveawaysAgainst: 45, lowDangerShotsAgainst: 221, mediumDangerShotsAgainst: 53, highDangerShotsAgainst: 22, lowDangerxGoalsAgainst: 4.87, mediumDangerxGoalsAgainst: 6.24, highDangerxGoalsAgainst: 9.8, lowDangerGoalsAgainst: 2, mediumDangerGoalsAgainst: 8, highDangerGoalsAgainst: 13, scoreAdjustedShotsAttemptsAgainst: 387.0, unblockedShotAttemptsAgainst: 296, scoreAdjustedUnblockedShotAttemptsAgainst: 296.0, dZoneGiveawaysAgainst: 6, xGoalsFromxReboundsOfShotsAgainst: 4.68, xGoalsFromActualReboundsOfShotsAgainst: 0.99, reboundxGoalsAgainst: 0.92, totalShotCreditAgainst: 24.68, scoreAdjustedTotalShotCreditAgainst: 24.68, scoreFlurryAdjustedTotalShotCreditAgainst: 24.07

team: BOS, season: 2020, name: BOS, team.1: BOS, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.82, corsiPercentage: 0.85, fenwickPercentage: 0.82, iceTime: 15355, xOnGoalFor: 206.0, xGoalsFor: 24.4, xReboundsFor: 18.58, xFreezeFor: 42.06, xPlayStoppedFor: 6.97, xPlayContinuedInZoneFor: 135.71, xPlayContinuedOutsideZoneFor: 70.29, flurryAdjustedxGoalsFor: 23.12, scoreVenueAdjustedxGoalsFor: 24.4, flurryScoreVenueAdjustedxGoalsFor: 23.12, shotsOnGoalFor: 199, missedShotsFor: 99, blockedShotAttemptsFor: 104, shotAttemptsFor: 402, goalsFor: 29, reboundsFor: 14, reboundGoalsFor: 6, freezeFor: 46, playStoppedFor: 6, playContinuedInZoneFor: 107, playContinuedOutsideZoneFor: 96, savedShotsOnGoalFor: 170, savedUnblockedShotAttemptsFor: 269, penaltiesFor: 9, penalityMinutesFor: 18, faceOffsWonFor: 174, hitsFor: 18, takeawaysFor: 16, giveawaysFor: 31, lowDangerShotsFor: 223, mediumDangerShotsFor: 48, highDangerShotsFor: 27, lowDangerxGoalsFor: 5.68, mediumDangerxGoalsFor: 5.96, highDangerxGoalsFor: 12.76, lowDangerGoalsFor: 7, mediumDangerGoalsFor: 5, highDangerGoalsFor: 17, scoreAdjustedShotsAttemptsFor: 402.0, unblockedShotAttemptsFor: 298, scoreAdjustedUnblockedShotAttemptsFor: 298.0, dZoneGiveawaysFor: 3, xGoalsFromxReboundsOfShotsFor: 4.73, xGoalsFromActualReboundsOfShotsFor: 3.84, reboundxGoalsFor: 3.84, totalShotCreditFor: 25.3, scoreAdjustedTotalShotCreditFor: 25.3, scoreFlurryAdjustedTotalShotCreditFor: 24.07, xOnGoalAgainst: 46.28, xGoalsAgainst: 5.5, xReboundsAgainst: 2.73, xFreezeAgainst: 6.66, xPlayStoppedAgainst: 1.61, xPlayContinuedInZoneAgainst: 15.56, xPlayContinuedOutsideZoneAgainst: 31.93, flurryAdjustedxGoalsAgainst: 5.39, scoreVenueAdjustedxGoalsAgainst: 5.5, flurryScoreVenueAdjustedxGoalsAgainst: 5.39, shotsOnGoalAgainst: 54, missedShotsAgainst: 10, blockedShotAttemptsAgainst: 9, shotAttemptsAgainst: 73, goalsAgainst: 5, reboundsAgainst: 1, reboundGoalsAgainst: 0, freezeAgainst: 4, playStoppedAgainst: 0, playContinuedInZoneAgainst: 10, playContinuedOutsideZoneAgainst: 44, savedShotsOnGoalAgainst: 49, savedUnblockedShotAttemptsAgainst: 59, penaltiesAgainst: 7, penalityMinutesAgainst: 14, faceOffsWonAgainst: 99, hitsAgainst: 53, takeawaysAgainst: 49, giveawaysAgainst: 25, lowDangerShotsAgainst: 39, mediumDangerShotsAgainst: 17, highDangerShotsAgainst: 8, lowDangerxGoalsAgainst: 0.93, mediumDangerxGoalsAgainst: 2.33, highDangerxGoalsAgainst: 2.24, lowDangerGoalsAgainst: 1, mediumDangerGoalsAgainst: 3, highDangerGoalsAgainst: 1, scoreAdjustedShotsAttemptsAgainst: 73.0, unblockedShotAttemptsAgainst: 64, scoreAdjustedUnblockedShotAttemptsAgainst: 64.0, dZoneGiveawaysAgainst: 20, xGoalsFromxReboundsOfShotsAgainst: 0.63, xGoalsFromActualReboundsOfShotsAgainst: 0.42, reboundxGoalsAgainst: 0.42, totalShotCreditAgainst: 5.71, scoreAdjustedTotalShotCreditAgainst: 5.71, scoreFlurryAdjustedTotalShotCreditAgainst: 5.66

